composition,phase,density,hv,yield_strength,young_modulus
Al1 Cu1 Ni1 Ti1,FCC,5.7,537,300,122
Al1 Cu0.062 Li0.062 Mg0.062 Zn0.062,FCC+Sec.,2.9,791.0466667,488,67.87578004
Al1 Li0.062 Mg0.062 Sn0.062 Zn0.062,FCC+Sec.,3,791.0266667,415,61.0958954
Al1 Cu0.2 Li0.5 Mg1 Zn0.5,Other,2.7,663.9866667,562.4539251,99.94152061
Al1 Cu0.5 Li0.5 Mg1 Sn0.2,Other,3,655.6030667,540.4092111,93.23540425
Al1 Li0.5 Mg1 Sn0.2 Zn0.5,FCC+Sec.,2.9,663.28,546,93.91751992
Al1 Li1 Mg1 Sn1 Zn1,FCC+HCP+Sec.,3.9,607.2324476,600,71.62928144
Al0.667 Li0.667 Mg0.333 Sc0.667 Ti1,FCC+HCP,2.7,591,738.2685634,88.13127241
Al0.214 Nb0.714 Ta0.571 Ti1 V0.143 Zr0.929,BCC,7.7,500,1965,107
Al0.214 Nb0.714 Ta0.571 Ti1 V0.143 Zr0.929,BCC,7.7,494.0966667,678,107
Al0.214 Nb0.714 Ta0.571 Ti1 V0.143 Zr0.929,BCC,7.7,494.0966667,166,107
Al0.214 Nb0.714 Ta0.714 Ti1 Zr0.929,BCC,8.1,490,1965,110
Al0.214 Nb0.714 Ta0.714 Ti1 Zr0.929,BCC,8.1,472.3026667,362,110
Al0.214 Nb0.714 Ta0.714 Ti1 Zr0.929,BCC,8.1,472.3026667,236,110
Al0.4 Hf0.6 Nb1 Ta1 Ti1 Zr1,BCC,9.1,500,1841,107
Al0.4 Hf0.6 Nb1 Ta1 Ti1 Zr1,BCC,9.1,458.8482496,796,107
Al0.4 Hf0.6 Nb1 Ta1 Ti1 Zr1,BCC,9.1,458.8482496,298,107
Al0.333 Nb0.667 Ta0.533 Ti1 V0.133 Zr0.667,BCC,7.6,530,2035,109
Al0.333 Nb0.667 Ta0.533 Ti1 V0.133 Zr0.667,BCC,7.6,507.7115556,796,109
Al0.333 Nb0.667 Ta0.533 Ti1 V0.133 Zr0.667,BCC,7.6,507.7115556,220,109
Al1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,BCC+B2,7.1,591,2000,116.9810808
Al1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,BCC+B2,7.1,642.8687619,1597,116.9810808
Al1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,BCC+B2,7.1,642.8687619,745,116.9810808
Al1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,BCC+B2,7.1,642.8687619,250,116.9810808
Al0.667 Nb1 Ta0.333 Ti1 Zr0.333,BCC,6.8,408,1280,105
Al0.667 Nb1 Ta0.333 Ti1 Zr0.333,BCC,6.8,432.4312698,728,105
Al0.667 Nb1 Ta0.333 Ti1 Zr0.333,BCC,6.8,432.4312698,403,105
Al0.3 Hf1 Nb1 Ta1 Ti1 Zr1,BCC,9.5,353,1188,105
Al0.5 Hf1 Nb1 Ta1 Ti1 Zr1,BCC,9.3,396,1302,104
Al0.75 Hf1 Nb1 Ta1 Ti1 Zr1,BCC,9.1,427,1415,103
Al1 Hf1 Nb1 Ta1 Ti1 Zr1,BCC+Sec.,8.9,441,1489,101.0465268
Hf1 Nb1 Ta1 Ti1 Zr1,BCC,9.9,295,1073,107
Al0.25 Mo1 Nb1 Ti1 V1,BCC,7.1,460,1250,161
Al0.5 Mo1 Nb1 Ti1 V1,BCC,6.8,487,1625,156
Al0.75 Mo1 Nb1 Ti1 V1,BCC,6.6,517,1260,151
Al1 Mo1 Nb1 Ti1 V1,BCC,6.4,537,1375,147
Mo1 Nb1 Ti1 V1,BCC,7.3,441,1200,167
Al0.25 Nb1 Ta1 Ti1 V1,BCC,8.8,456.9430593,1330,130
Al0.5 Nb1 Ta1 Ti1 V1,BCC,8.5,458.2561704,1014,127
Al1 Nb1 Ta1 Ti1 V1,BCC,7.9,480.3461344,993,122
Nb1 Ta1 Ti1 V1,BCC,9.2,456.735037,1092,134
Al1 Nb1 Ti1 V1,BCC,5.5,448,1020,104
Al1 Nb1 Ti1 V1,BCC,5.5,460.8848,810,104
Al1 Nb1 Ti1 V1,BCC,5.5,460.8848,685,104
Al1 Nb1 Ti1 V1,BCC,5.5,460.8848,158,104
Cr1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,BCC+BCC+Sec.,8,540,1595,153.4248238
Cr1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,BCC+BCC+Sec.,8,578.293,983,153.4248238
Cr1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,BCC+BCC+Sec.,8,578.293,546,153.4248238
Cr1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,BCC+BCC+Sec.,8,578.293,170,153.4248238
Cr1 Nb1 Ti1 V1 Zr1,BCC+Sec.,6.6,482,1298,130.594757
Cr1 Nb1 Ti1 V1 Zr1,BCC+Sec.,6.6,454.8622222,1230,130.594757
Cr1 Nb1 Ti1 V1 Zr1,BCC+Sec.,6.6,454.8622222,615,130.594757
Cr1 Nb1 Ti1 V1 Zr1,BCC+Sec.,6.6,454.8622222,259,130.594757
Cr1 Nb1 Ti1 Zr1,BCC+Sec.,6.6,418,1260,128.5975065
Cr1 Nb1 Ti1 Zr1,BCC+Sec.,6.6,416.956,1035,128.5975065
Cr1 Nb1 Ti1 Zr1,BCC+Sec.,6.6,416.956,300,128.5975065
Cr1 Nb1 Ti1 Zr1,BCC+Sec.,6.6,416.956,115,128.5975065
Nb0.5 Ti0.5 V1 Zr0.5,BCC,6.4,304,918,105
Nb0.5 Ti0.5 V1 Zr0.5,BCC,6.4,337.8257333,571,105
Nb0.5 Ti0.5 V1 Zr0.5,BCC,6.4,337.8257333,240,105
Nb0.5 Ti0.5 V1 Zr0.5,BCC,6.4,337.8257333,72,105
Nb1 Ti1 V1 Zr1,BCC,6.5,335,1105,100
Nb1 Ti1 V1 Zr1,BCC,6.5,346.3788,834,100
Nb1 Ti1 V1 Zr1,BCC,6.5,346.3788,187,100
Nb1 Ti1 V1 Zr1,BCC,6.5,346.3788,58,100
Hf0.5 Mo0.5 Nb1 Ti1 Zr1,BCC,7.9,422.1973333,1176,115
C0.1 Hf0.5 Mo0.5 Nb1 Ti1 Zr1,BCC+Sec.,7.8,445.7069444,1183,114.7236455
C0.3 Hf0.5 Mo0.5 Nb1 Ti1 Zr1,BCC+Sec.,7.7,488.7853333,1201,114.2940436
Hf1 Mo0.25 Nb1 Ta1 Ti1 Zr1,BCC,9.9,395,1112,115
Hf1 Mo0.5 Nb1 Ta1 Ti1 Zr1,BCC,9.9,480,1317,123
Hf1 Mo0.75 Nb1 Ta1 Ti1 Zr1,BCC,9.9,492,1373,130
Hf1 Mo1 Nb1 Ta1 Ti1 Zr1,BCC,9.9,505,1512,137
Hf1 Nb1 Ta1 Ti1 Zr1,BCC,9.9,335,1015,107
Hf1 Mo1 Nb1 Ta1 Ti1 Zr1,BCC,9.9,505,1512,137
Hf1 Mo1 Nb1 Ta1 Ti1 Zr1,BCC,9.9,519.6967778,1007,137
Hf1 Mo1 Nb1 Ta1 Ti1 Zr1,BCC,9.9,519.6967778,814,137
Hf1 Mo1 Nb1 Ta1 Ti1 Zr1,BCC,9.9,519.6967778,556,137
Hf1 Mo1 Ta1 Ti1 Zr1,BCC,10.2,542,1600,143
Hf1 Mo1 Ta1 Ti1 Zr1,BCC,10.2,510.0876667,1045,143
Hf1 Mo1 Ta1 Ti1 Zr1,BCC,10.2,510.0876667,855,143
Hf1 Mo1 Ta1 Ti1 Zr1,BCC,10.2,510.0876667,404,143
Hf1 Mo1 Nb1 Ti1 Zr1,BCC,8.7,494.8125,1575,128
Hf1 Mo1 Nb1 Ti1 Zr1,BCC,8.7,494.8125,825,128
Hf1 Mo1 Nb1 Ti1 Zr1,BCC,8.7,494.8125,635,128
Hf1 Mo1 Nb1 Ti1 Zr1,BCC,8.7,494.8125,187,128
Hf1 Mo1 Nb1 Ti1 Zr1,BCC,8.7,494.8125,1719,128
Hf1 Nb1 Si0.5 Ti1 V1,BCC+Sec.,7.8,476.7292963,875,95.8059974
Hf1 Nb1 Si0.5 Ti1 V1,BCC+Sec.,7.8,476.7292963,240,95.8059974
Hf1 Nb1 Si0.5 Ti1 V1,BCC+Sec.,7.8,490,1399,95.8059974
Hf0.333 Nb0.333 Ta0.333 Ti1 Zr0.667,BCC,8.2,301,903,103
Hf1 Nb1 Ta1 Ti1 Zr1,BCC,9.9,351.0332345,929,107
Hf1 Nb1 Ta1 Ti1 Zr1,BCC,9.9,351.0332345,790,107
Hf1 Nb1 Ta1 Ti1 Zr1,BCC,9.9,351.0332345,675,107
Hf1 Nb1 Ta1 Ti1 Zr1,BCC,9.9,351.0332345,535,107
Hf1 Nb1 Ta1 Ti1 Zr1,BCC,9.9,351.0332345,295,107
Hf1 Nb1 Ta1 Ti1 Zr1,BCC,9.9,351.0332345,92,107
Hf1 Nb1 Ti1 Zr1,BCC,8.4,369.4295556,879,89
Mo1 Nb1 Ta1 V1,BCC,10.7,504,1525,186
Mo1 Nb1 Ta1 V1 W1,BCC,12.4,536,1246,229
Mo1 Nb1 Ta1 V1 W1,BCC,12.4,591.8107881,862,229
Mo1 Nb1 Ta1 V1 W1,BCC,12.4,591.8107881,846,229
Mo1 Nb1 Ta1 V1 W1,BCC,12.4,591.8107881,842,229
Mo1 Nb1 Ta1 V1 W1,BCC,12.4,591.8107881,735,229
Mo1 Nb1 Ta1 V1 W1,BCC,12.4,591.8107881,656,229
Mo1 Nb1 Ta1 V1 W1,BCC,12.4,591.8107881,477,229
Mo1 Nb1 Ta1 W1,BCC,13.7,454,1058,250
Mo1 Nb1 Ta1 W1,BCC,13.7,410.225004,561,250
Mo1 Nb1 Ta1 W1,BCC,13.7,410.225004,552,250
Mo1 Nb1 Ta1 W1,BCC,13.7,410.225004,548,250
Mo1 Nb1 Ta1 W1,BCC,13.7,410.225004,506,250
Mo1 Nb1 Ta1 W1,BCC,13.7,410.225004,421,250
Mo1 Nb1 Ta1 W1,BCC,13.7,410.225004,405,250
Mo0.3 Nb1 Ti1 V1 Zr1,BCC,6.7,530.072,1289,114
Mo0.5 Nb1 Ti1 V1 Zr1,BCC,6.8,535.5176667,1473,122
Mo0.7 Nb1 Ti1 V1 Zr1,BCC,6.9,552.18,1706,130
Mo1 Nb0.769 Ti0.769 V0.769 Zr0.769,BCC,7.3,538.4171667,1496,150
Mo1 Nb0.667 Ti0.667 V0.667 Zr0.667,BCC,7.4,544.4844444,1603,156
Mo1 Nb0.588 Ti0.588 V0.588 Zr0.588,BCC,7.5,552.1977778,1645,161
Mo1 Nb0.5 Ti0.5 V0.5 Zr0.5,BCC,7.6,570.6204206,1765,169
Mo1 Nb1 Ti1 V1 Zr1,BCC,7.1,563.6735,1779,141
Mo1 Nb1 Ti1 V0.3 Zr1,BCC,7.2,524.0158333,1455,142
Mo0.1 Nb1 Ti1 V0.3 Zr1,BCC,6.6,465.4363333,932,102
Mo0.3 Nb1 Ti1 V0.3 Zr1,BCC,6.8,528.3113333,1312,112
Mo0.5 Nb1 Ti1 V0.3 Zr1,BCC,6.9,532.111,1301,122
Mo0.7 Nb1 Ti1 V0.3 Zr1,BCC,7.1,518.3703333,1436,130
Mo1 Nb0.769 Ti0.769 V0.231 Zr0.769,BCC,7.4,520.3421667,1603,153
Mo1 Nb0.667 Ti0.667 V0.2 Zr0.667,BCC,7.5,524.7519444,1576,159
Nb1 Ti1 V0.3 Zr1,BCC,6.5,385.4401968,866,96
Nb1 Ti1 V1 Zr1,BCC,6.5,346.3788,1104,100
Mo1 Nb1 Ti1 V0.25 Zr1,BCC,7.3,491.4731111,1776,142
Mo1 Nb1 Ti1 V0.5 Zr1,BCC,7.2,527.5531667,1647,142
Mo1 Nb1 Ti1 V0.75 Zr1,BCC,7.2,557.7045,1708,141
Mo1 Nb1 Ti1 V1 Zr1,BCC,7.1,563.6735,1786,141
Mo0.667 Nb0.667 Ti0.667 V1 Zr0.667,BCC,7.1,562.4611667,1735,140
Mo0.5 Nb0.5 Ti0.5 V1 Zr0.5,BCC,7,572.6545,1538,139
Mo0.333 Nb0.333 Ti0.333 V1 Zr0.333,BCC,6.9,573.059,1418,138
Mo1 Nb1 Ti1 Zr1,BCC,7.3,460.6669444,1592,143
Co1 Fe1 Mo0.2 Ni1 V1,FCC+Sec.,8,267,540.8594345,192.7657663
Co1 Fe1 Mo0.4 Ni1 V1,FCC+Sec.,8.1,402,1049.97247,198.9180177
Co1 Fe1 Mo0.6 Ni1 V1,FCC+Sec.,8.2,557,1759.985579,204.6423328
Co1 Fe1 Mo0.8 Ni1 V1,FCC+Sec.,8.3,606,1841.85893,209.9922034
Co0.833 Fe0.833 Mo0.833 Ni1 V0.833,FCC+Sec.,8.4,602,1893.391495,214.1798267
Co0.714 Fe0.714 Mo0.714 Ni1 V0.714,FCC+Sec.,8.5,538,1848.639242,214.6413758
Co0.625 Fe0.625 Mo0.625 Ni1 V0.625,FCC+Sec.,8.5,520,1810.569616,213.9291226
Co0.556 Fe0.556 Mo0.556 Ni1 V0.556,FCC+Sec.,8.5,510,1642.178468,213.2686794
Co0.5 Fe0.5 Mo0.5 Ni1 V0.5,FCC+Sec.,8.5,382,875.0340239,212.6433322
Co1 Fe1 Mo1 Ni1 V1,FCC+Sec.,8.4,625,1948.284496,215.012563
Co1 Fe1 Ni1 V1,FCC,7.8,238,459.8850427,184
Al0.125 Co1 Cr1 Cu1 Fe1 Mn1 Ni1 Ti1 V1,FCC+BCC,7.2,682.6212778,1862,178.5124203
Al0.25 Co1 Cr1 Cu1 Fe1 Mn1 Ni1 Ti1 V1,BCC,7.1,685.7472778,1465,174
Al0.667 Co1 Cr1 Cu1 Fe1 Mn1 Ni1 Ti1 V1,BCC+Sec.,6.8,681.0486111,1461,169.4242223
Co1 Cr1 Cu1 Fe1 Mn1 Ni1 Ti1 V1,FCC+BCC+Sec.,7.3,676.9659444,1312,180.7838721
Cu1 Mn1 Ni1 Zn0.333,FCC,8.3,147,215,167
Cu1 Mn1 Ni1 Zn0.25,FCC,8.3,109,140,169
Al0.111 Cu1 Mn1 Ni1,FCC+Sec.,8.1,241,515,169.2862934
Cu1 Mn1 Ni1 Sn0.111,FCC+Sec.,8.3,318,630,166.4458036
Al0.053 Cu1 Mn1 Ni1,FCC,8.3,166,330,173
Cu1 Mn1 Ni1 Sn0.053,FCC+Sec.,8.4,205,380,171.4945215
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,FCC,7.6,201.8890222,150,189
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,FCC,7.6,201.8890222,388,189
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,FCC,7.6,201.8890222,411,189
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,FCC,7.6,201.8890222,421,189
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,FCC,7.6,201.8890222,426,189
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,FCC,7.6,201.8890222,230,189
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,FCC,7.6,201.8890222,80,189
Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,BCC,6.3,571.2214444,116,156
Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,BCC,6.3,571.2214444,79,156
Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,BCC,6.3,571.2214444,1620,156
Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,BCC,6.3,571.2214444,805,156
Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,BCC,6.3,571.2214444,1120,156
Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,BCC,6.3,571.2214444,567,156
Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,BCC,6.3,571.2214444,214,156
Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,BCC,6.3,571.2214444,302,156
Al1 Co1 Cr1 Cu1 Fe1 Ni1,FCC+BCC,7.1,465.2437778,47,175.3746079
Al1 Co1 Cr1 Cu1 Fe1 Ni1,FCC+BCC,7.1,465.2437778,948,175.3746079
Al1 Co1 Cr1 Cu1 Fe1 Ni1,FCC+BCC,7.1,465.2437778,561,175.3746079
Al1 Co1 Cr1 Cu1 Fe1 Ni1,FCC+BCC,7.1,465.2437778,307,175.3746079
Al1 Co1 Cr1 Cu1 Fe1 Ni1,FCC+BCC,7.1,465.2437778,172,175.3746079
Al1 Co1 Cr1 Cu1 Fe1 Ni1,FCC+BCC,7.1,465.2437778,98,175.3746079
Al1 Cr1 Mo1 Nb1 Ti1,BCC,6.6,736.8247249,727.857659,170
Al1 Cr1 Mo1 Nb1 Ti1,BCC,6.6,736.8247249,1080,170
Al1 Cr1 Mo1 Nb1 Ti1,BCC,6.6,736.8247249,1060,170
Al1 Cr1 Mo1 Nb1 Ti1,BCC,6.6,736.8247249,860,170
Al1 Cr1 Mo1 Nb1 Ti1,BCC,6.6,736.8247249,594,170
Al1 Cr1 Mo1 Nb1 Ti1,BCC,6.6,736.8247249,105,170
Al1 Cr1 Mo1 Nb1 Ti1,BCC,6.6,736.8247249,930,170
Al1 Cr1 Mo1 Nb1 Ti1,BCC,6.6,736.8247249,875,170
Al1 Cr1 Mo1 Nb1 Ti1,BCC,6.6,736.8247249,550,170
Al1 Cr1 Mo1 Nb1 Ti1,BCC,6.6,736.8247249,150,170
Al1 Cr1 Mo1 Ti1,BCC,6,695.3128889,1070,189
Al1 Cr1 Mo1 Ti1,BCC,6,695.3128889,1020,189
Al1 Cr1 Mo1 Ti1,BCC,6,695.3128889,875,189
Al1 Cr1 Mo1 Ti1,BCC,6,695.3128889,375,189
Al1 Cr1 Mo1 Ti1,BCC,6,695.3128889,100,189
Al1 Mo1 Nb1 Ti1,BCC,6.5,564.3032222,520,151
Al1 Mo1 Nb1 Ti1,BCC,6.5,564.3032222,500,151
Al1 Mo1 Nb1 Ti1,BCC,6.5,564.3032222,540,151
Al1 Mo1 Nb1 Ti1,BCC,6.5,564.3032222,200,151
Al1 Nb1 Ti1 V1,B2,5.5,455.4636444,780,103.2401512
Al1 Nb1 Ti1 V1,B2,5.5,455.4636444,560,103.2401512
Al1 Nb1 Ti1 V1,B2,5.5,455.4636444,1000,103.2401512
Al1 Nb1 Ti1 V1 Zr1,B2+Laves+Sec.,5.8,465.6568688,1155,94.16912837
Al1 Nb1 Ti1 V1 Zr1,B2+Laves+Sec.,5.8,465.6568688,550,94.16912837
Al1 Nb1 Ti1 V1 Zr1,B2+Laves+Sec.,5.8,465.6568688,1500,94.16912837
Al1 Nb1 Ti1 V1 Zr0.1,B2+Sec.,5.5,459.3155333,975,101.6716846
Al1 Nb1 Ti1 V1 Zr0.1,B2+Sec.,5.5,459.3155333,865,101.6716846
Al1 Nb1 Ti1 V1 Zr0.1,B2+Sec.,5.5,459.3155333,1290,101.6716846
Al1 Nb1 Ti1 V1 Zr0.25,B2+Sec.,5.6,439.0561704,1065,100.6373898
Al1 Nb1 Ti1 V1 Zr0.25,B2+Sec.,5.6,439.0561704,855,100.6373898
Al1 Nb1 Ti1 V1 Zr0.25,B2+Sec.,5.6,439.0561704,1360,100.6373898
Al1 Nb1 Ti1 V1 Zr0.5,B2+Laves+Sec.,5.6,437.5181037,1135,97.25317913
Al1 Nb1 Ti1 V1 Zr0.5,B2+Laves+Sec.,5.6,437.5181037,675,97.25317913
Al1 Nb1 Ti1 V1 Zr0.5,B2+Laves+Sec.,5.6,437.5181037,1485,97.25317913
Al0.667 Nb0.667 Ti0.667 V0.667 Zr1,B2+Laves+Sec.,5.8,452.8009778,1195,90.37334814
Al0.667 Nb0.667 Ti0.667 V0.667 Zr1,B2+Laves+Sec.,5.8,452.8009778,180,90.37334814
Al0.667 Nb0.667 Ti0.667 V0.667 Zr1,B2+Laves+Sec.,5.8,452.8009778,1535,90.37334814
Co1 Cr1 Mo1 Nb1,BCC+Laves,8.8,646.9264788,1442.625846,226.5350333
Co1 Cr1 Mo1 Nb1 Ti1,BCC+Laves,7.8,585.7242011,1232.828098,199.7643866
Co1 Cr1 Mo1 Nb1 Ti0.2,BCC+Laves,8.5,601.2659074,1343.072471,219.3685273
Co1 Cr1 Mo1 Nb1 Ti0.4,BCC,8.3,604.3040344,1333.641722,212
Co1 Cr1 Mo1 Nb1 Ti0.5,BCC+Laves,8.2,608.1397011,1365.339807,211.0934469
Cr1 Hf1 Nb1 Ti1 Zr1,BCC+Laves,8.2,447.0962338,1457,119.7152127
Cr1 Hf1 Nb1 Ti1 Zr1,BCC+Laves,8.2,447.0962338,1420,119.7152127
Cr1 Hf1 Nb1 Ti1 Zr1,BCC+Laves,8.2,447.0962338,1328,119.7152127
Cr1 Hf1 Nb1 Ti1 Zr1,BCC+Laves,8.2,447.0962338,1322,119.7152127
Cr1 Hf1 Nb1 Ti1 Zr1,BCC+Laves,8.2,447.0962338,1375,119.7152127
Hf1 Nb1 Ti1 V1 Zr1,BCC+Laves,8.1,457.5868519,1157,95.68490043
Hf1 Nb1 Ti1 V1 Zr1,BCC,8.1,457.5868519,1253,95
Hf1 Nb1 Ti1 V1 Zr1,BCC,8.1,457.5868519,1140,95
Hf1 Nb1 Ti1 V1 Zr1,BCC,8.1,457.5868519,1120,95
Hf1 Nb1 Ti1 V1 Zr1,BCC+Laves,8.1,457.5868519,1170,95.68490043
Cr1 Ta1 Ti0.17 V1 W1,BCC+Laves,12.6,715,2034,247.3647476
Cr1 Ta1 Ti0.17 V1 W1,BCC+Laves,12.6,725.6523889,750,247.3647476
Cr1 Ta1 Ti0.3 V1 W1,BCC+Laves,12.3,780,2050,242.4647901
Cr1 Ta1 Ti0.3 V1 W1,BCC+Laves,12.3,749.4156032,586,242.4647901
Cr1 Ta1 V1 W1,BCC+Laves,13,715,2327,253.9841421
Cr1 Ta1 V1 W1,BCC+Laves,13,727.7701111,979,253.9841421
Hf0.26 Nb1 Ta1 Ti0.578 Zr0.416,BCC,10.4,369.8621111,795,122
Hf0.26 Nb1 Ta1 Ti0.578 Zr0.416,BCC,10.4,369.8621111,765,122
Hf0.26 Nb1 Ta1 Ti0.578 Zr0.416,BCC,10.4,369.8621111,650,122
Hf0.26 Nb1 Ta1 Ti0.578 Zr0.416,BCC,10.4,369.8621111,590,122
Hf0.26 Nb1 Ta1 Ti0.578 Zr0.416,BCC,10.4,369.8621111,845,122
Hf0.5 Mo0.5 Nb1 Si0.1 Ti1 Zr1,BCC+Sec.,7.7,442,1350,112.7869016
Hf0.5 Mo0.5 Nb1 Si0.3 Ti1 Zr1,BCC+Sec.,7.5,494,1370,109.8003813
Hf0.5 Mo0.5 Nb1 Si0.5 Ti1 Zr1,BCC+Sec.,7.2,524,1600,105.6471512
Hf0.5 Mo0.5 Nb1 Si0.7 Ti1 Zr1,BCC+Sec.,7,580,1550,102.7529198
Hf0.5 Mo0.5 Nb1 Si0.9 Ti1 Zr1,BCC+Sec.,6.8,640,1650,99.89642143
Hf0.5 Mo0.5 Nb1 Ti1 Zr1,BCC+Sec.,7.9,400,1150,115.5169566
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,8.4,387.5017778,2250,100
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,8.4,387.5017778,2210,100
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,8.4,387.5017778,1880,100
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,8.4,387.5017778,1750,100
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,8.4,387.5017778,1640,100
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,8.4,387.5017778,1550,100
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,8.4,387.5017778,1380,100
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,8.4,387.5017778,1370,100
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,8.4,387.5017778,1200,100
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,8.4,387.5017778,1180,100
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,8.4,387.5017778,1040,100
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,8.4,387.5017778,1020,100
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,8.4,387.5017778,1150,100
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,8.4,387.5017778,1100,100
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,8.4,387.5017778,2390,100
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,8.4,387.5017778,1920,100
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,8.4,387.5017778,1370,100
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,8.4,387.5017778,1250,100
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,8.4,387.5017778,1020,100
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,8.4,387.5017778,640,100
Hf0.5 Nb0.667 Ta0.333 Ti1 Zr0.833,BCC,8.4,387.5017778,890,100
Hf1 Mo0.5 Nb1 Si0.3 Ti1 V0.5,BCC+Sec.,8.5,543.0970354,398,119.287301
