composition,phase,density,hv,yield_strength,young_modulus
Al0.1 Co1 Cr1 Fe1 Ni1,FCC,8,131.2599159,1198,220
Al0.1 Co1 Cr1 Fe1 Ni1,FCC,8,131.2599159,1403,220
Al0.1 Co1 Cr1 Fe1 Ni1,FCC,8,131.2599159,711,220
Al0.1 Co1 Cr1 Fe1 Ni1,FCC,8,131.2599159,356,220
Co1 Cr1 Fe1 Mn1 Ni1,FCC,8,198.8438598,1120,220
Co1 Cr1 Fe1 Mn1 Ni1,FCC,8,198.8438598,1692,220
Al0.5 Cr0.5 Fe0.5 Ni1,FCC+BCC+B2,6.7,409.0359841,774,182.0556099
Al0.429 Cr0.476 Fe0.476 Ni1,FCC+BCC+B2,6.9,345.8465397,610,186.0609962
Al0.364 Cr0.455 Fe0.455 Ni1,FCC+BCC+B2,7,308.4596508,479,188.8879715
Al0.304 Cr0.435 Fe0.435 Ni1,FCC+BCC+B2,7.2,273.7395238,461,192.9367323
Al0.25 Cr0.417 Fe0.417 Ni1,FCC,7.3,244.2293016,441,196
Co1 Cr1 Ni1,FCC,8.3,468,1100,231
Co1 Cr1 Ni1,FCC,8.3,326,597,231
Co1 Cr1 Ni1,FCC,8.3,223,346,231
Al0.476 Co0.476 Cr0.476 Fe0.476 Ni1,FCC+B2,7.1,310.0836667,1263,187.1831478
Al0.476 Co0.476 Cr0.476 Fe0.476 Ni1,FCC+B2,7.1,310.0836667,1154,187.1831478
Al0.476 Co0.476 Cr0.476 Fe0.476 Ni1,FCC+B2,7.1,310.0836667,1490,187.1831478
Co1 Cr1 Fe1 Mn1 Ni1,FCC,8,130.2,210,220
Co1 Cr1 Fe1 Mn1 Ni1,FCC,8,394.1,1150,220
Co1 Cr1 Fe1 Mn1 Ni1,FCC,8,430.7,1300,220
Nb1 Ta1 Ti1 V1,BCC,9.2,427.9,1108,134
Nb1 Ta1 Ti1 V1,BCC,9.2,444.3,1308,134
Nb1 Ta1 Ti1 V1,BCC,9.2,510.9,1373,134
Co1 Cr1 Fe1 Mn1 Ni1,FCC,8,198.8438598,300,220
Co1 Cr1 Fe1 Mn1 Ni1,FCC,8,198.8438598,800,220
Co1 Cr1 Fe1 Mn1 Ni1,FCC+BCC,8,415,1314,219.5327956
Al0.1 Co1 Cr1 Fe1 Mn1 Ni1,FCC+BCC,7.9,432,1631,216.1570225
Al0.3 Co1 Cr1 Fe1 Mn1 Ni1,FCC+BCC,7.6,511,1836,208.4152282
Al0.5 Co1 Cr1 Fe1 Mn1 Ni1,FCC+BCC,7.4,553,1932,202.2003331
Al0.7 Co1 Cr1 Fe1 Mn1 Ni1,FCC+BCC,7.1,622,2230,195.0156966
Al1 Co1 Cr1 Fe1 Mn1 Ni1,FCC+BCC,6.8,684,1737.206114,186.5237706
Co1 Cr1 Fe1 Ni1,FCC,8.2,127.5599349,446,226
Co1 Cr1 Fe1 Ni1,FCC,8.2,127.5599349,488,226
Co1 Cr1 Fe1 Ni1,FCC,8.2,127.5599349,590,226
Co1 Cr1 Fe1 Ni1,FCC,8.2,127.5599349,361.2795122,226
Co1 Cr1 Fe1 Ni1,FCC,8.2,127.5599349,361.2795122,226
Co1 Cr1 Fe1 Ni1,FCC,8.2,127.5599349,680,226
Co1 Cr1 Fe1 Ni1,FCC,8.2,94.7,339.8965361,226
Al0.3 Co1 Cr1 Fe1 Ni1,FCC,7.6,117,429.7030864,210
Al0.6 Co1 Cr1 Fe1 Ni1,FCC+BCC+B2,7.2,228,614.9713305,198.4236603
Al0.9 Co1 Cr1 Fe1 Ni1,FCC+BCC+B2,6.8,511,1589.649333,187.4896517
Al0.9 Co1 Cr1 Fe1 Ni1 Ti0.5,BCC+B2+Sec.,6.5,623,1848.293408,179.7484962
Co1 Cr1 Fe1 Mn1 Ni1,FCC,8,198.8438598,216,220
Co1 Cr1 Fe1 Mn1 Mo0.042 Ni1,FCC,8.1,255.870931,225,221
Co1 Cr1 Fe1 Mn1 Mo0.087 Ni1,FCC+Sec.,8.1,295.7359643,330,222.1576609
Co1 Cr1 Fe1 Mn1 Mo0.136 Ni1,FCC+Sec.,8.1,299.7048206,560,222.9219217
Co1 Cr1 Fe1 Mn1 Mo0.19 Ni1,FCC+Sec.,8.1,292.7037651,765,223.7474532
Al0.3 Co1 Cr1 Fe1 Ni1,FCC+L12,7.6,144.9463113,143,210.1952456
Al0.3 Co1 Cr1 Fe1 Ni1,FCC+L12,7.6,144.9463113,471,210.1952456
Al0.3 Co1 Cr1 Fe1 Ni1,FCC+B2+Sec.,7.6,144.9463113,841,210.1952456
Al0.3 Co1 Cr1 Fe1 Ni1,FCC+BCC+B2+Sec.,7.6,144.9463113,161,210.1952456
Al0.3 Co1 Cr1 Fe1 Ni1,FCC+BCC+B2+Sec.,7.6,144.9463113,187,210.1952456
Al1 Co1 Cr1 Ni1,BCC+B2,6.4,1183,1750,178.2710489
Co1 Cr1 Fe1 Mn1 Ni1,FCC,8,198.8438598,378.7,220
C0.5 Co1 Cr1 Fe1 Mn1 Ni1,FCC,7.6,447.5551111,520.9,207.1727901
C1 Co1 Cr1 Fe1 Mn1 Ni1,FCC,7.3,619.8186667,643.8,197.2830955
Co1 Cr0.588 Fe0.176 Mo0.176 Ni1,FCC,8.6,209.0018968,676.3190967,231
Co1 Cr0.588 Fe0.176 Mo0.176 Ni1,FCC,8.6,209.0018968,676.3190967,231
Co1 Cr0.588 Fe0.176 Mo0.176 Ni1,FCC,8.6,209.0018968,1100,231
Co1 Cr0.588 Fe0.176 Mo0.176 Ni1,FCC,8.6,209.0018968,950,231
Co1 Cr0.588 Fe0.176 Mo0.176 Ni1,FCC,8.6,209.0018968,649,231
Co1 Cr0.588 Fe0.176 Mo0.176 Ni1,FCC,8.6,209.0018968,439,231
Co1 Cr0.588 Fe0.176 Mo0.176 Ni1,FCC,8.6,209.0018968,309,231
Co1 Cr1 Fe1 Mn1 Ni1,FCC,8,198.8438598,386.2,220
Cr1 Cu1 Fe1 Mn1 Ni1,Other,8.1,288.8147518,628,203.1816517
Cr1 Cu1 Fe1 Mn1 Ni1,Other,8.1,288.8147518,545,203.1816517
Cr1 Cu1 Fe1 Mn1 Ni1,Other,8.1,288.8147518,534,203.1816517
Cr1 Cu1 Fe1 Mn1 Ni1,Other,8.1,288.8147518,525,203.1816517
Cr1 Cu1 Fe1 Mn1 Ni1,Other,8.1,288.8147518,517,203.1816517
Cr1 Cu1 Fe1 Mn1 Ni1,Other,8.1,288.8147518,502,203.1816517
Cr1 Mo1 Nb1 Ta1 V1 W1,BCC+Laves+Sec.,11.7,1072,3157.152387,238.0059166
Cr1 Mo1 Nb1 Ta1 V1 W1,BCC+Laves+Sec.,11.7,1010,3416,238.0059166
Cr1 Mo1 Nb1 Ta1 V1 W1,BCC+Laves+Sec.,11.7,991.3,3410,238.0059166
Cr1 Mo1 Nb1 Ta1 V1 W1,BCC+Laves+Sec.,11.7,988.3,3338,238.0059166
Cr1 Mo1 Nb1 Ta1 V1 W1,,11.7,704.6,1507.097852,238.0059166
Co1 Cr1 Cu1 Fe1 Ni1,FCC+B2,8.3,160,355.6542248,205.1923238
Al0.5 Co1 Cr1 Cu1 Fe1 Ni1,FCC,7.6,160,443.4640962,189
Al1 Co1 Cr1 Cu1 Fe1 Ni1,FCC+BCC,7.1,458,733.6949666,175.3746079
Al1 Co0.667 Cr0.667 Cu0.667 Fe0.667 Ni0.667,FCC+BCC,6.6,498,849.0161407,163.4545234
Al1 Co0.5 Cr0.5 Cu0.5 Fe0.5 Ni0.5,FCC+BCC,6.3,560,421.8972827,155.5984862
Co1 Ni1 V1,,7.8,255.7453571,991,177.264528
Co1 Ni1 V1,,7.8,255.7453571,767,177.264528
Co1 Ni1 V1,,7.8,255.7453571,602,177.264528
Co1 Ni1 V1,,7.8,255.7453571,517,177.264528
Co1 Ni1 V1,,7.8,255.7453571,461,177.264528
Al0.3 Co1 Cr1 Fe1 Ni1,FCC+B2+Sec.,7.6,144.9463113,840,210.1952456
Al0.3 Co1 Cr1 Fe1 Ni1,FCC,7.6,144.9463113,159,210
Al0.544 C0.001 Co0.69 Fe1 Ni0.69,B2+L12,7,365.6806667,1202,171.7883634
Hf1 Nb1 Ta1 Ti1 Zr1,BCC,9.9,351.0332345,846.5689548,107
Co0.5 Cr0.5 Fe1 Ni1,FCC,8.2,166.5196111,214,219
Co0.875 Cr0.625 Fe1 Ni1,FCC,8.3,153.1929111,241,220
Co1 Cr0.556 Fe0.667 Ni0.667,FCC,8.3,164.385696,299,222
Co1 Cr0.455 Fe0.364 Ni0.364,FCC+HCP,8.3,321.9404032,392,222.9857717
Co1 Cr0.385 Fe0.154 Ni0.154,FCC+HCP,8.4,349.7245508,482,226.1178786
Hf1 Nb1 Ti1 Zr1,BCC,8.4,369.4295556,506.7492758,89
Co1 Cr1 Fe1 Mn1 Ni1,,8,387.2692151,1179.468189,219.5327956
Co1 Cr1 Fe1 Mn1 Ni1,,8,387.2692151,1179.468189,219.5327956
Co1 Cr1 Fe1 Ni1,,8.2,127.5599349,361.2795122,225.4585501
Co1 Fe1 Ni1,,8.5,158.2377349,234.3757814,205.8069882
Co1 Cr1 Ni1,,8.3,335.0289365,598.6289713,230.9461314
Co1 Cr1 Ni1,,8.3,335.0289365,598.6289713,230.9461314
Co1 Cr1 Ni1,,8.3,335.0289365,598.6289713,230.9461314
Al1 Co0.5 Cr1 Fe0.147 Ni0.294,,5.7,699,1009.264327,172.1612597
Al1 Co0.298 Cr0.319 Cu0.106 Fe0.277 Ni0.128,,5.1,728,716.6469435,135.6771246
Al1 Co0.289 Cr0.158 Cu0.237 Fe0.816 Ni0.132,,5.6,604,899.3945896,139.2743557
Al1 Co0.278 Cr0.861 Cu0.167 Fe0.25 Ni0.222,,5.6,790,932.1687559,162.7517421
Al1 Co0.395 Cr0.349 Fe0.326 Ni0.256,,5.3,806,943.4145999,144.1858597
Al1 Co0.255 Cr0.255 Cu0.106 Fe0.277 Ni0.234,,5.1,811,1486.444863,132.5097646
Al1 Co0.442 Cr0.442 Fe0.256 Ni0.186,,5.3,855,1584.339837,147.7350747
Al1 Co0.256 Cr0.795 Cu0.128 Fe0.205 Ni0.179,,5.4,802,975.0180318,158.8893717
Al1 Co0.277 Cr0.277 Cu0.106 Fe0.255 Ni0.213,,5.1,799,701.5703919,133.4312962
Al1 Co0.465 Cr0.512 Fe0.186 Ni0.163,,5.3,857,1605.687804,150.2128439
Al1 Co0.298 Cr0.404 Cu0.106 Fe0.213 Ni0.106,,5.1,855,1488.538961,139.0370898
Al1 Co0.465 Cr0.442 Fe0.209 Ni0.209,,5.3,816,1625.228078,147.4243168
Al1 Co0.304 Cr0.5 Cu0.109 Fe0.152 Ni0.109,,5.1,811,1515.355897,143.0417095
Al1 Co0.318 Cr0.5 Cu0.114 Fe0.205 Ni0.136,,5.2,790,866.419532,144.923715
Al1 Co0.442 Cr0.558 Fe0.186 Ni0.14,,5.2,855,1585.640558,150.8933031
Al1 Co0.419 Cr0.558 Fe0.233 Ni0.116,,5.2,856,1588.915466,151.2018079
Al1 Co0.298 Cr0.426 Cu0.106 Fe0.191 Ni0.106,,5.1,859,1510.052923,139.8583224
Al1 Co0.558 Cr0.512 Fe0.116 Ni0.14,,5.3,875,1610.913437,149.9789271
Al1 Co0.581 Cr0.512 Fe0.116 Ni0.116,,5.3,865,1610.913437,150.0661216
Al1 Co0.558 Cr0.535 Fe0.116 Ni0.116,,5.3,868,1612.326238,150.9574874
Al1 Co0.535 Cr0.488 Fe0.186 Ni0.116,,5.3,863,1611.146053,149.4583679
Al1 Co0.255 Cr0.426 Cu0.106 Fe0.234 Ni0.106,,5,843,1575.074182,138.8849642
Al1 Co0.349 Cr0.395 Cu0.116 Fe0.326 Ni0.14,,5.3,794,860.1312222,142.8794944
Al1 Co0.238 Cr0.714 Cu0.119 Fe0.167 Ni0.143,,5.2,783,979.3536963,153.378562
Al1 Co0.234 Cr0.468 Cu0.106 Fe0.213 Ni0.106,,5,797,904.3158258,140.5584847
Al1 Co0.277 Cr0.426 Cu0.106 Fe0.213 Ni0.106,,5,805,877.3942422,138.7882962
Al0.853 Co0.647 Cr1 Fe0.147 Ni0.294,,6,699,1036.929316,180.3586312
Al1 Co0.149 Cr0.34 Cu0.191 Fe0.34 Ni0.106,,5.1,749,1005.184981,134.1217606
Al1 Co0.326 Cr0.488 Cu0.116 Fe0.279 Ni0.116,,5.3,828,1509.680031,146.3514069
Al1 Co0.383 Cr0.319 Cu0.106 Fe0.213 Ni0.106,,5.1,849,1528.126184,135.4362607
Al1 Co0.426 Cr0.383 Cu0.106 Fe0.106 Ni0.106,BCC+B2,5.1,883,1593.726976,137.6088415
Al1 Co0.419 Cr0.465 Fe0.279 Ni0.163,,5.3,864,1589.501463,148.820244
Al1 Co0.362 Cr0.34 Cu0.106 Fe0.213 Ni0.106,,5.1,841,1562.090749,136.3258773
Al1 Co0.558 Cr0.535 Fe0.116 Ni0.116,,5.3,868,1612.326238,150.9574874
Al1 Co0.581 Cr0.512 Fe0.116 Ni0.116,,5.3,865,1610.913437,150.0661216
Al1 Co0.457 Cr0.391 Cu0.109 Fe0.109 Ni0.109,,5.2,840,1586.806757,139.5116516
Al1 Co0.512 Cr0.512 Fe0.186 Ni0.116,,5.3,882,1610.073344,150.393307
Al1 Co0.512 Cr0.535 Fe0.163 Ni0.116,BCC+B2,5.3,883,1612.439884,151.1784145
Al1 Co0.465 Cr0.488 Fe0.209 Ni0.163,,5.3,828,1615.295602,149.3837478
Al1 Co0.512 Cr0.581 Fe0.116 Ni0.116,,5.2,848,1611.719314,151.5504013
Al1 Co0.404 Cr0.404 Cu0.106 Fe0.106 Ni0.106,,5.1,878,1545.550087,138.4887131
Al1 Co0.674 Cr0.419 Fe0.116 Ni0.116,,5.3,782,1009.286429,146.4619035
Co0.986 Cr0.952 Fe0.933 Mn0.914 Ni1,BCC,8,212.1903304,1290,220
Co0.986 Cr0.952 Fe0.933 Mn0.914 Ni1,FCC+BCC+Sec.,8,365.9638119,1135,219.2308295
Co0.986 Cr0.952 Fe0.933 Mn0.914 Ni1,FCC+BCC+Sec.,8,365.9638119,585,219.2308295
Co0.986 Cr0.952 Fe0.933 Mn0.914 Ni1,FCC+Sec.,8,365.9638119,425,219.2308295
Co0.986 Cr0.952 Fe0.933 Mn0.914 Ni1,FCC,8,212.1903304,270,220
Co0.986 Cr0.952 Fe0.933 Mn0.914 Ni1,,8,365.9638119,1120,219.2308295
Al0.4 Hf0.6 Nb1 Ta1 Ti1 Zr1,BCC,9.1,458.8482496,1841,107
Al1 Cr1 Mo1 Ti1,BCC,6,695.3128889,1100,189
Al1 Mo1 Nb1 Ti1,BCC,6.5,564.3032222,1100,151
Hf1 Mo0.5 Nb1 Ti1 V0.5,BCC,9,509.4933333,1260,126
Hf1 Mo1 Nb1 Ta1 Ti1 Zr1,BCC,9.9,519.6967778,1512,137
Hf1 Mo1 Nb1 Ti1 Zr1,BCC,8.7,494.8125,1575,128
Hf1 Mo1 Ta1 Ti1 Zr1,BCC,10.2,510.0876667,1600,143
Hf1 Nb1 Ta1 Ti1 Zr1,BCC,9.9,351.0332345,929,107
Mo1 Nb1 Ta1 Ti1 V1 W1,BCC,11,696.5141389,1515,209
Mo1 Nb1 Ta1 Ti1 W1,BCC,11.8,480.4580238,1343,222
Mo1 Nb1 Ta1 V1 W1,BCC,12.4,591.8107881,1246,229
Mo1 Nb1 Ta1 W1,BCC,13.7,410.225004,996,250
Mo1 Nb1 Ti1,BCC,7.7,461.3302738,1100,177
Nb1 Ta0.3 Ti1 Zr1,BCC,7.4,366.4582222,882,101
Nb1 Ti1 Zr1,BCC,6.5,369.8391111,975,94
Al1 Cr1 Mo1 Nb1 Ti1,BCC+Laves,6.6,736.8247249,1010,171.4421565
Al0.24 Nb1 Ti1 V1 Zr1,BCC+Laves,6.3,375.0925778,1240,98.60049901
Al1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,B2+BCC,7.1,642.8687619,2000,116.9810808
Cr1 Nb0.333 Ti0.333 Zr0.333,BCC+Laves,6.8,429.3796556,1576,173.0138809
Cr1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,BCC+BCC+Laves,8,578.293,1595,153.4248238
Hf1 Mo0.5 Nb1 Si0.3 Ti1 V0.5,BCC+Sec.,8.5,543.0970354,1617,119.287301
Hf1 Mo0.5 Nb1 Si0.5 Ti1 V0.5,BCC+Sec.,8.2,570.2746211,1787,115.2406721
Hf1 Mo0.5 Nb1 Si0.7 Ti1 V0.5,BCC+Sec.,7.9,594.3307537,2134,111.2318936
Mo1 Nb1 Ti1 V1 Zr1,BCC+Laves,7.1,563.6735,1706,141.1527851
Nb1 Re0.3 Ti1 Zr1,BCC+Laves,7.5,420.0124683,1244,107.6392062
Nb1 Ta1 Ti1 V1 Zr1,BCC+BCC,8.5,434.6593788,1395,117.1837623
Al0.4 Hf0.6 Nb1 Ta1 Ti1 Zr1,BCC,9.1,458.8482496,298,107
Al1 Cr1 Mo1 Ti1,BCC,6,695.3128889,375,189
Al1 Mo1 Nb1 Ti1,BCC,6.5,564.3032222,540,151
Hf1 Mo0.5 Nb1 Ti1 V0.5,BCC,9,509.4933333,368,126
Hf1 Mo1 Nb1 Ta1 Ti1 Zr1,BCC,9.9,519.6967778,814,137
Hf1 Mo1 Nb1 Ti1 Zr1,BCC,8.7,494.8125,635,128
Hf1 Mo1 Ta1 Ti1 Zr1,BCC,10.2,510.0876667,855,143
Hf1 Nb1 Ta1 Ti1 Zr1,BCC,9.9,351.0332345,295,107
Mo1 Nb1 Ta1 Ti1 V1 W1,BCC,11,696.5141389,753,209
Mo1 Nb1 Ta1 Ti1 W1,BCC,11.8,480.4580238,620,222
Mo1 Nb1 Ta1 V1 W1,BCC,12.4,591.8107881,842,229
Mo1 Nb1 Ta1 W1,BCC,13.7,410.225004,548,250
Mo1 Nb1 Ti1,BCC,7.7,461.3302738,504,177
Nb1 Ta0.3 Ti1 Zr1,BCC,7.4,366.4582222,274,101
Nb1 Ti1 Zr1,BCC,6.5,369.8391111,141,94
Al1 Cr1 Mo1 Nb1 Ti1,BCC+Laves,6.6,736.8247249,550,171.4421565
Al0.24 Nb1 Ti1 V1 Zr1,BCC+Laves,6.3,375.0925778,82,98.60049901
Al1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,B2+BCC,7.1,642.8687619,745,116.9810808
Cr1 Nb0.333 Ti0.333 Zr0.333,BCC+Laves,6.8,429.3796556,139,173.0138809
Cr1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,BCC+BCC+Laves,8,578.293,546,153.4248238
Hf1 Mo0.5 Nb1 Si0.3 Ti1 V0.5,BCC+Sec.,8.5,543.0970354,398,119.287301
Hf1 Mo0.5 Nb1 Si0.5 Ti1 V0.5,BCC+Sec.,8.2,570.2746211,614,115.2406721
Hf1 Mo0.5 Nb1 Si0.7 Ti1 V0.5,BCC+Sec.,7.9,594.3307537,673,111.2318936
Mo1 Nb1 Ti1 V1 Zr1,BCC+Laves,7.1,563.6735,467,141.1527851
Nb1 Re0.3 Ti1 Zr1,BCC+Laves,7.5,420.0124683,323,107.6392062
Nb1 Ta1 Ti1 V1 Zr1,BCC+BCC,8.5,434.6593788,190,117.1837623
Al0.4 Hf0.6 Nb1 Ta1 Ti1 Zr1,BCC,9.1,458.8482496,89,107
Al1 Cr1 Mo1 Ti1,BCC,6,695.3128889,100,189
Al1 Mo1 Nb1 Ti1,BCC,6.5,564.3032222,200,151
Hf1 Mo0.5 Nb1 Ti1 V0.5,BCC,9,509.4933333,60,126
Hf1 Mo1 Nb1 Ta1 Ti1 Zr1,BCC,9.9,519.6967778,556,137
Hf1 Mo1 Nb1 Ti1 Zr1,BCC,8.7,494.8125,187,128
Hf1 Mo1 Ta1 Ti1 Zr1,BCC,10.2,510.0876667,404,143
Hf1 Nb1 Ta1 Ti1 Zr1,BCC,9.9,351.0332345,92,107
Mo1 Nb1 Ta1 Ti1 V1 W1,BCC,11,696.5141389,659,209
Mo1 Nb1 Ta1 Ti1 W1,BCC,11.8,480.4580238,586,222
Mo1 Nb1 Ta1 V1 W1,BCC,12.4,591.8107881,735,229
Mo1 Nb1 Ta1 W1,BCC,13.7,410.225004,506,250
Mo1 Nb1 Ti1,BCC,7.7,461.3302738,324,177
Nb1 Ta0.3 Ti1 Zr1,BCC,7.4,366.4582222,102,101
Nb1 Ti1 Zr1,BCC,6.5,369.8391111,61,94
Al1 Cr1 Mo1 Nb1 Ti1,BCC+Laves,6.6,736.8247249,105,171.4421565
Al0.24 Nb1 Ti1 V1 Zr1,BCC+Laves,6.3,375.0925778,24,98.60049901
Al1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,B2+BCC,7.1,642.8687619,250,116.9810808
Cr1 Nb0.333 Ti0.333 Zr0.333,BCC+Laves,6.8,429.3796556,32,173.0138809
Cr1 Mo0.5 Nb1 Ta0.5 Ti1 Zr1,BCC+BCC+Laves,8,578.293,170,153.4248238
Hf1 Mo0.5 Nb1 Si0.3 Ti1 V0.5,BCC+Sec.,8.5,543.0970354,166,119.287301
Hf1 Mo0.5 Nb1 Si0.5 Ti1 V0.5,BCC+Sec.,8.2,570.2746211,188,115.2406721
Hf1 Mo0.5 Nb1 Si0.7 Ti1 V0.5,BCC+Sec.,7.9,594.3307537,235,111.2318936
Mo1 Nb1 Ti1 V1 Zr1,BCC+Laves,7.1,563.6735,116,141.1527851
Nb1 Re0.3 Ti1 Zr1,BCC+Laves,7.5,420.0124683,89,107.6392062
Nb1 Ta1 Ti1 V1 Zr1,BCC+BCC,8.5,434.6593788,78,117.1837623
Co1 Cr1 Fe1 Mn1 Ni1,FCC,8,198.8438598,293.1,220
Hf1 Nb1 Ta1 Ti1 Zr1,BCC,9.9,351.0332345,985,107
Hf1 Nb1 Ta1 Ti1 Zr1,BCC,9.9,351.0332345,972,107
Hf1 Nb1 Ta1 Ti1 Zr1,BCC,9.9,351.0332345,967,107
Co1 Fe1 Ni1,FCC,8.5,156.0356238,230.896459,207
Co1 Fe1 Ni1,FCC,8.5,156.0356238,276,207
Co1 Fe1 Ni1,FCC,8.5,156.0356238,217,207
Co1 Fe1 Ni1,FCC,8.5,156.0356238,201,207
Co1 Cr1 Ni1,,8.3,335.0289365,600,230.9461314
Co1 Cr1 Ni1,,8.3,335.0289365,400,230.9461314
Co1 Cr1 Ni1,,8.3,335.0289365,1215,230.9461314
Cr0.286 Mo0.476 Nb1 Ta0.024 Ti0.31 V0.286,BCC+Sec.,8,741,2680,169.3529751
Hf1 Mo1 Nb1 Ti1 Zr1,BCC,8.7,494.8125,1719,128
Co1 Fe1 Ni1,FCC,8.5,156.0356238,230.896459,207
Co1 Cr0.053 Ni1,FCC,8.8,196.5056238,440.6918721,207
Fe1 Mn1 Ni1,FCC,8.1,230.7868111,529,203
Fe1 Mn1 Ni1,FCC,8.1,230.7868111,522,203
Fe1 Mn1 Ni1,FCC,8.1,230.7868111,460,203
Fe1 Mn1 Ni1,FCC,8.1,230.7868111,407,203
Fe1 Mn1 Ni1,FCC,8.1,230.7868111,372,203
Fe1 Mn1 Ni1,FCC,8.1,230.7868111,322,203
Co1 Mn1 Ni1,FCC,8.4,287.6829987,333,202
Co1 Mn1 Ni1,FCC,8.4,287.6829987,601,202
Co1 Mn1 Ni1,FCC,8.4,287.6829987,321,202
Co1 Mn1 Ni1,FCC,8.4,287.6829987,267,202
Co1 Cr0.25 Ni1,FCC,8.7,207.119646,745,213
Co1 Cr0.25 Ni1,FCC,8.7,207.119646,623,213
Co1 Cr0.25 Ni1,FCC,8.7,207.119646,387,213
Co1 Cr0.25 Ni1,FCC,8.7,207.119646,330,213
Co1 Cr1 Fe1 Ni1,FCC,8.2,127.5599349,631,226
Co1 Cr1 Fe1 Ni1,FCC,8.2,127.5599349,494,226
Co1 Cr1 Fe1 Ni1,FCC,8.2,127.5599349,448,226
Co1 Cr1 Fe1 Ni1,FCC,8.2,127.5599349,273,226
Co1 Cr1 Fe1 Ni1,FCC,8.2,127.5599349,172,226
Co0.25 Cr1 Ni1,FCC,8.1,329.2887302,518,238
Co0.25 Cr1 Ni1,FCC,8.1,329.2887302,462,238
Co0.25 Cr1 Ni1,FCC,8.1,329.2887302,395,238
