dataset,method,run,seed,train_acc,test_acc,TP,FP,TN,FN,n_classes,d_original,d_retained,efs_std_input,efs_prune_ratio,efs_val_size,efs_best_std
Digits (moderate redundancy),MutualInfo,16,325,1.0,0.9733333333333334,438,12,-12,12,10,64,32,,,,
Digits (moderate redundancy),RFE,16,325,1.0,0.9622222222222222,433,17,-17,17,10,64,32,,,,
Digits (moderate redundancy),L1,16,325,1.0,0.9666666666666667,435,15,-15,15,10,64,32,,,,
Digits (moderate redundancy),ElliotFS,16,325,1.0,0.9555555555555556,430,20,-20,20,10,64,20,None,0.8,0.25,0.0
Digits (moderate redundancy),Baseline,17,5024,1.0,0.9755555555555555,439,11,-11,11,10,64,64,,,,
Digits (moderate redundancy),MutualInfo,17,5024,1.0,0.9777777777777777,440,10,-10,10,10,64,32,,,,
Digits (moderate redundancy),RFE,17,5024,1.0,0.9711111111111111,437,13,-13,13,10,64,32,,,,
Digits (moderate redundancy),L1,17,5024,1.0,0.9711111111111111,437,13,-13,13,10,64,32,,,,
Digits (moderate redundancy),ElliotFS,17,5024,1.0,0.9666666666666667,435,15,-15,15,10,64,20,None,0.8,0.25,0.0
Digits (moderate redundancy),Baseline,18,8360,1.0,0.9755555555555555,439,11,-11,11,10,64,64,,,,
Digits (moderate redundancy),MutualInfo,18,8360,1.0,0.9688888888888889,436,14,-14,14,10,64,32,,,,
Digits (moderate redundancy),RFE,18,8360,1.0,0.9711111111111111,437,13,-13,13,10,64,32,,,,
Digits (moderate redundancy),L1,18,8360,1.0,0.9711111111111111,437,13,-13,13,10,64,32,,,,
Digits (moderate redundancy),ElliotFS,18,8360,1.0,0.9511111111111111,428,22,-22,22,10,64,19,None,0.8,0.25,1.0
Digits (moderate redundancy),Baseline,19,3950,1.0,0.98,441,9,-9,9,10,64,64,,,,
Digits (moderate redundancy),MutualInfo,19,3950,1.0,0.9777777777777777,440,10,-10,10,10,64,32,,,,
Digits (moderate redundancy),RFE,19,3950,1.0,0.9777777777777777,440,10,-10,10,10,64,32,,,,
Digits (moderate redundancy),L1,19,3950,1.0,0.9777777777777777,440,10,-10,10,10,64,32,,,,
Digits (moderate redundancy),ElliotFS,19,3950,1.0,0.9533333333333334,429,21,-21,21,10,64,18,None,0.8,0.25,1.0
Digits (moderate redundancy),Baseline,20,6774,1.0,0.9777777777777777,440,10,-10,10,10,64,64,,,,
Digits (moderate redundancy),MutualInfo,20,6774,1.0,0.9733333333333334,438,12,-12,12,10,64,32,,,,
Digits (moderate redundancy),RFE,20,6774,1.0,0.9755555555555555,439,11,-11,11,10,64,32,,,,
Digits (moderate redundancy),L1,20,6774,1.0,0.9755555555555555,439,11,-11,11,10,64,32,,,,
Digits (moderate redundancy),ElliotFS,20,6774,1.0,0.9555555555555556,430,20,-20,20,10,64,18,None,0.8,0.25,3.0
Digits (moderate redundancy),Baseline,21,9838,1.0,0.9711111111111111,437,13,-13,13,10,64,64,,,,
Digits (moderate redundancy),MutualInfo,21,9838,1.0,0.9666666666666667,435,15,-15,15,10,64,32,,,,
Digits (moderate redundancy),RFE,21,9838,1.0,0.9733333333333334,438,12,-12,12,10,64,32,,,,
Digits (moderate redundancy),L1,21,9838,1.0,0.9711111111111111,437,13,-13,13,10,64,32,,,,
Digits (moderate redundancy),ElliotFS,21,9838,1.0,0.9555555555555556,430,20,-20,20,10,64,20,None,0.8,0.25,0.0
Digits (moderate redundancy),Baseline,22,9935,1.0,0.98,441,9,-9,9,10,64,64,,,,
Digits (moderate redundancy),MutualInfo,22,9935,1.0,0.9733333333333334,438,12,-12,12,10,64,32,,,,
Digits (moderate redundancy),RFE,22,9935,1.0,0.9688888888888889,436,14,-14,14,10,64,32,,,,
Digits (moderate redundancy),L1,22,9935,1.0,0.9666666666666667,435,15,-15,15,10,64,32,,,,
Digits (moderate redundancy),ElliotFS,22,9935,1.0,0.9733333333333334,438,12,-12,12,10,64,21,None,0.8,0.25,0.0
Digits (moderate redundancy),Baseline,23,6274,1.0,0.9777777777777777,440,10,-10,10,10,64,64,,,,
Digits (moderate redundancy),MutualInfo,23,6274,1.0,0.9733333333333334,438,12,-12,12,10,64,32,,,,
Digits (moderate redundancy),RFE,23,6274,1.0,0.9755555555555555,439,11,-11,11,10,64,32,,,,
Digits (moderate redundancy),L1,23,6274,1.0,0.9733333333333334,438,12,-12,12,10,64,32,,,,
Digits (moderate redundancy),ElliotFS,23,6274,1.0,0.96,432,18,-18,18,10,64,21,None,0.8,0.25,1.0
Digits (moderate redundancy),Baseline,24,2291,1.0,0.9733333333333334,438,12,-12,12,10,64,64,,,,
Digits (moderate redundancy),MutualInfo,24,2291,1.0,0.9777777777777777,440,10,-10,10,10,64,32,,,,
Digits (moderate redundancy),RFE,24,2291,1.0,0.98,441,9,-9,9,10,64,32,,,,
Digits (moderate redundancy),L1,24,2291,1.0,0.9755555555555555,439,11,-11,11,10,64,32,,,,
Digits (moderate redundancy),ElliotFS,24,2291,1.0,0.9644444444444444,434,16,-16,16,10,64,21,None,0.8,0.25,0.0
Digits (moderate redundancy),Baseline,25,3462,1.0,0.9733333333333334,438,12,-12,12,10,64,64,,,,
Digits (moderate redundancy),MutualInfo,25,3462,1.0,0.9666666666666667,435,15,-15,15,10,64,32,,,,
Digits (moderate redundancy),RFE,25,3462,1.0,0.9711111111111111,437,13,-13,13,10,64,32,,,,
Digits (moderate redundancy),L1,25,3462,1.0,0.9711111111111111,437,13,-13,13,10,64,32,,,,
Digits (moderate redundancy),ElliotFS,25,3462,1.0,0.9466666666666667,426,24,-24,24,10,64,19,None,0.8,0.25,1.0
Digits (moderate redundancy),Baseline,26,645,1.0,0.9733333333333334,438,12,-12,12,10,64,64,,,,
Digits (moderate redundancy),MutualInfo,26,645,1.0,0.9733333333333334,438,12,-12,12,10,64,32,,,,
Digits (moderate redundancy),RFE,26,645,1.0,0.9755555555555555,439,11,-11,11,10,64,32,,,,
Digits (moderate redundancy),L1,26,645,1.0,0.9644444444444444,434,16,-16,16,10,64,32,,,,
Digits (moderate redundancy),ElliotFS,26,645,1.0,0.9511111111111111,428,22,-22,22,10,64,19,None,0.8,0.25,0.0
Digits (moderate redundancy),Baseline,27,4254,1.0,0.9755555555555555,439,11,-11,11,10,64,64,,,,
Digits (moderate redundancy),MutualInfo,27,4254,1.0,0.9711111111111111,437,13,-13,13,10,64,32,,,,
Digits (moderate redundancy),RFE,27,4254,1.0,0.9755555555555555,439,11,-11,11,10,64,32,,,,
Digits (moderate redundancy),L1,27,4254,1.0,0.9777777777777777,440,10,-10,10,10,64,32,,,,
Digits (moderate redundancy),ElliotFS,27,4254,1.0,0.9622222222222222,433,17,-17,17,10,64,22,None,0.8,0.25,0.0
Digits (moderate redundancy),Baseline,28,4664,1.0,0.9777777777777777,440,10,-10,10,10,64,64,,,,
Digits (moderate redundancy),MutualInfo,28,4664,1.0,0.9755555555555555,439,11,-11,11,10,64,32,,,,
Digits (moderate redundancy),RFE,28,4664,1.0,0.9777777777777777,440,10,-10,10,10,64,32,,,,
Digits (moderate redundancy),L1,28,4664,1.0,0.9777777777777777,440,10,-10,10,10,64,32,,,,
Digits (moderate redundancy),ElliotFS,28,4664,1.0,0.9688888888888889,436,14,-14,14,10,64,21,None,0.8,0.25,0.0
Digits (moderate redundancy),Baseline,29,1282,1.0,0.9822222222222222,442,8,-8,8,10,64,64,,,,
Digits (moderate redundancy),MutualInfo,29,1282,1.0,0.9711111111111111,437,13,-13,13,10,64,32,,,,
Digits (moderate redundancy),RFE,29,1282,1.0,0.9777777777777777,440,10,-10,10,10,64,32,,,,
Digits (moderate redundancy),L1,29,1282,1.0,0.9777777777777777,440,10,-10,10,10,64,32,,,,
Digits (moderate redundancy),ElliotFS,29,1282,1.0,0.9666666666666667,435,15,-15,15,10,64,22,None,0.8,0.25,0.0
Digits (moderate redundancy),Baseline,30,5379,1.0,0.9711111111111111,437,13,-13,13,10,64,64,,,,
Digits (moderate redundancy),MutualInfo,30,5379,1.0,0.9644444444444444,434,16,-16,16,10,64,32,,,,
Digits (moderate redundancy),RFE,30,5379,1.0,0.9666666666666667,435,15,-15,15,10,64,32,,,,
Digits (moderate redundancy),L1,30,5379,1.0,0.9711111111111111,437,13,-13,13,10,64,32,,,,
Digits (moderate redundancy),ElliotFS,30,5379,1.0,0.9555555555555556,430,20,-20,20,10,64,21,None,0.8,0.25,0.0
Digits (moderate redundancy),Baseline,31,6358,1.0,0.98,441,9,-9,9,10,64,64,,,,
Digits (moderate redundancy),MutualInfo,31,6358,1.0,0.9777777777777777,440,10,-10,10,10,64,32,,,,
Digits (moderate redundancy),RFE,31,6358,1.0,0.98,441,9,-9,9,10,64,32,,,,
Digits (moderate redundancy),L1,31,6358,1.0,0.9711111111111111,437,13,-13,13,10,64,32,,,,
Digits (moderate redundancy),ElliotFS,31,6358,1.0,0.9577777777777777,431,19,-19,19,10,64,22,None,0.8,0.25,0.0
Digits (moderate redundancy),Baseline,32,9288,1.0,0.9777777777777777,440,10,-10,10,10,64,64,,,,
Digits (moderate redundancy),MutualInfo,32,9288,1.0,0.9688888888888889,436,14,-14,14,10,64,32,,,,
Digits (moderate redundancy),RFE,32,9288,1.0,0.9733333333333334,438,12,-12,12,10,64,32,,,,
Digits (moderate redundancy),L1,32,9288,1.0,0.98,441,9,-9,9,10,64,32,,,,
Digits (moderate redundancy),ElliotFS,32,9288,1.0,0.9644444444444444,434,16,-16,16,10,64,22,None,0.8,0.25,0.0
Digits (moderate redundancy),Baseline,33,3078,1.0,0.9844444444444445,443,7,-7,7,10,64,64,,,,
Digits (moderate redundancy),MutualInfo,33,3078,1.0,0.9733333333333334,438,12,-12,12,10,64,32,,,,
Digits (moderate redundancy),RFE,33,3078,1.0,0.9755555555555555,439,11,-11,11,10,64,32,,,,
Digits (moderate redundancy),L1,33,3078,1.0,0.98,441,9,-9,9,10,64,32,,,,
Digits (moderate redundancy),ElliotFS,33,3078,1.0,0.9711111111111111,437,13,-13,13,10,64,20,None,0.8,0.25,0.0
Digits (moderate redundancy),Baseline,34,175,1.0,0.98,441,9,-9,9,10,64,64,,,,
Digits (moderate redundancy),MutualInfo,34,175,1.0,0.9733333333333334,438,12,-12,12,10,64,32,,,,
Digits (moderate redundancy),RFE,34,175,1.0,0.9822222222222222,442,8,-8,8,10,64,32,,,,
Digits (moderate redundancy),L1,34,175,1.0,0.9755555555555555,439,11,-11,11,10,64,32,,,,
Digits (moderate redundancy),ElliotFS,34,175,1.0,0.9711111111111111,437,13,-13,13,10,64,21,None,0.8,0.25,0.0
Digits (moderate redundancy),Baseline,35,4296,1.0,0.9755555555555555,439,11,-11,11,10,64,64,,,,
Digits (moderate redundancy),MutualInfo,35,4296,1.0,0.9622222222222222,433,17,-17,17,10,64,32,,,,
Digits (moderate redundancy),RFE,35,4296,1.0,0.9644444444444444,434,16,-16,16,10,64,32,,,,
Digits (moderate redundancy),L1,35,4296,1.0,0.9755555555555555,439,11,-11,11,10,64,32,,,,
Digits (moderate redundancy),ElliotFS,35,4296,1.0,0.9466666666666667,426,24,-24,24,10,64,18,None,0.8,0.25,1.0
Digits (moderate redundancy),Baseline,36,6275,1.0,0.9777777777777777,440,10,-10,10,10,64,64,,,,
Digits (moderate redundancy),MutualInfo,36,6275,1.0,0.9755555555555555,439,11,-11,11,10,64,32,,,,
Digits (moderate redundancy),RFE,36,6275,1.0,0.9777777777777777,440,10,-10,10,10,64,32,,,,
Digits (moderate redundancy),L1,36,6275,1.0,0.9777777777777777,440,10,-10,10,10,64,32,,,,
Digits (moderate redundancy),ElliotFS,36,6275,1.0,0.9644444444444444,434,16,-16,16,10,64,19,None,0.8,0.25,1.0
Digits (moderate redundancy),Baseline,37,1236,1.0,0.98,441,9,-9,9,10,64,64,,,,
Digits (moderate redundancy),MutualInfo,37,1236,1.0,0.9733333333333334,438,12,-12,12,10,64,32,,,,
Digits (moderate redundancy),RFE,37,1236,1.0,0.9822222222222222,442,8,-8,8,10,64,32,,,,
Digits (moderate redundancy),L1,37,1236,1.0,0.9777777777777777,440,10,-10,10,10,64,32,,,,
Digits (moderate redundancy),ElliotFS,37,1236,1.0,0.9555555555555556,430,20,-20,20,10,64,18,None,0.8,0.25,0.0
Digits (moderate redundancy),Baseline,38,9420,1.0,0.9822222222222222,442,8,-8,8,10,64,64,,,,
Digits (moderate redundancy),MutualInfo,38,9420,1.0,0.98,441,9,-9,9,10,64,32,,,,
Digits (moderate redundancy),RFE,38,9420,1.0,0.9822222222222222,442,8,-8,8,10,64,32,,,,
Digits (moderate redundancy),L1,38,9420,1.0,0.9911111111111112,446,4,-4,4,10,64,32,,,,
Digits (moderate redundancy),ElliotFS,38,9420,1.0,0.9644444444444444,434,16,-16,16,10,64,21,None,0.8,0.25,0.0
Digits (moderate redundancy),Baseline,39,8754,1.0,0.9733333333333334,438,12,-12,12,10,64,64,,,,
Digits (moderate redundancy),MutualInfo,39,8754,1.0,0.9711111111111111,437,13,-13,13,10,64,32,,,,
Digits (moderate redundancy),RFE,39,8754,1.0,0.9688888888888889,436,14,-14,14,10,64,32,,,,
Digits (moderate redundancy),L1,39,8754,1.0,0.9755555555555555,439,11,-11,11,10,64,32,,,,
Digits (moderate redundancy),ElliotFS,39,8754,1.0,0.9466666666666667,426,24,-24,24,10,64,17,None,0.8,0.25,1.0
Digits (moderate redundancy),Baseline,40,9446,1.0,0.9844444444444445,443,7,-7,7,10,64,64,,,,
Digits (moderate redundancy),MutualInfo,40,9446,1.0,0.9755555555555555,439,11,-11,11,10,64,32,,,,
Digits (moderate redundancy),RFE,40,9446,1.0,0.9822222222222222,442,8,-8,8,10,64,32,,,,
Digits (moderate redundancy),L1,40,9446,1.0,0.98,441,9,-9,9,10,64,32,,,,
Digits (moderate redundancy),ElliotFS,40,9446,1.0,0.9622222222222222,433,17,-17,17,10,64,20,None,0.8,0.25,0.0
Digits (moderate redundancy),Baseline,41,7101,1.0,0.9733333333333334,438,12,-12,12,10,64,64,,,,
Digits (moderate redundancy),MutualInfo,41,7101,1.0,0.9666666666666667,435,15,-15,15,10,64,32,,,,
Digits (moderate redundancy),RFE,41,7101,1.0,0.9711111111111111,437,13,-13,13,10,64,32,,,,
Digits (moderate redundancy),L1,41,7101,1.0,0.9688888888888889,436,14,-14,14,10,64,32,,,,
Digits (moderate redundancy),ElliotFS,41,7101,1.0,0.9666666666666667,435,15,-15,15,10,64,18,None,0.8,0.25,3.0
Digits (moderate redundancy),Baseline,42,8648,1.0,0.9777777777777777,440,10,-10,10,10,64,64,,,,
Digits (moderate redundancy),MutualInfo,42,8648,1.0,0.9755555555555555,439,11,-11,11,10,64,32,,,,
Digits (moderate redundancy),RFE,42,8648,1.0,0.9777777777777777,440,10,-10,10,10,64,32,,,,
Digits (moderate redundancy),L1,42,8648,1.0,0.9733333333333334,438,12,-12,12,10,64,32,,,,
Digits (moderate redundancy),ElliotFS,42,8648,1.0,0.9622222222222222,433,17,-17,17,10,64,21,None,0.8,0.25,0.0
Digits (moderate redundancy),Baseline,43,5667,1.0,0.9777777777777777,440,10,-10,10,10,64,64,,,,
Digits (moderate redundancy),MutualInfo,43,5667,1.0,0.9755555555555555,439,11,-11,11,10,64,32,,,,
Digits (moderate redundancy),RFE,43,5667,1.0,0.9755555555555555,439,11,-11,11,10,64,32,,,,
Digits (moderate redundancy),L1,43,5667,1.0,0.9777777777777777,440,10,-10,10,10,64,32,,,,
Digits (moderate redundancy),ElliotFS,43,5667,1.0,0.9622222222222222,433,17,-17,17,10,64,20,None,0.8,0.25,0.0
Digits (moderate redundancy),Baseline,44,9009,1.0,0.9711111111111111,437,13,-13,13,10,64,64,,,,
Digits (moderate redundancy),MutualInfo,44,9009,1.0,0.9666666666666667,435,15,-15,15,10,64,32,,,,
Digits (moderate redundancy),RFE,44,9009,1.0,0.9711111111111111,437,13,-13,13,10,64,32,,,,
Digits (moderate redundancy),L1,44,9009,1.0,0.9733333333333334,438,12,-12,12,10,64,32,,,,
Digits (moderate redundancy),ElliotFS,44,9009,1.0,0.9533333333333334,429,21,-21,21,10,64,18,None,0.8,0.25,1.0
Digits (moderate redundancy),Baseline,45,4482,1.0,0.9733333333333334,438,12,-12,12,10,64,64,,,,
Digits (moderate redundancy),MutualInfo,45,4482,1.0,0.9688888888888889,436,14,-14,14,10,64,32,,,,
Digits (moderate redundancy),RFE,45,4482,1.0,0.9711111111111111,437,13,-13,13,10,64,32,,,,
Digits (moderate redundancy),L1,45,4482,1.0,0.9755555555555555,439,11,-11,11,10,64,32,,,,
Digits (moderate redundancy),ElliotFS,45,4482,1.0,0.9577777777777777,431,19,-19,19,10,64,20,None,0.8,0.25,0.0
Digits (moderate redundancy),Baseline,46,6813,1.0,0.9733333333333334,438,12,-12,12,10,64,64,,,,
Digits (moderate redundancy),MutualInfo,46,6813,1.0,0.9822222222222222,442,8,-8,8,10,64,32,,,,
Digits (moderate redundancy),RFE,46,6813,1.0,0.98,441,9,-9,9,10,64,32,,,,
Digits (moderate redundancy),L1,46,6813,1.0,0.98,441,9,-9,9,10,64,32,,,,
Digits (moderate redundancy),ElliotFS,46,6813,1.0,0.9711111111111111,437,13,-13,13,10,64,21,None,0.8,0.25,0.0
Digits (moderate redundancy),Baseline,47,1611,1.0,0.9755555555555555,439,11,-11,11,10,64,64,,,,
Digits (moderate redundancy),MutualInfo,47,1611,1.0,0.9733333333333334,438,12,-12,12,10,64,32,,,,
Digits (moderate redundancy),RFE,47,1611,1.0,0.9733333333333334,438,12,-12,12,10,64,32,,,,
Digits (moderate redundancy),L1,47,1611,1.0,0.9733333333333334,438,12,-12,12,10,64,32,,,,
Digits (moderate redundancy),ElliotFS,47,1611,1.0,0.9622222222222222,433,17,-17,17,10,64,21,None,0.8,0.25,0.0
Digits (moderate redundancy),Baseline,48,949,1.0,0.9688888888888889,436,14,-14,14,10,64,64,,,,
Digits (moderate redundancy),MutualInfo,48,949,1.0,0.9688888888888889,436,14,-14,14,10,64,32,,,,
Digits (moderate redundancy),RFE,48,949,1.0,0.9644444444444444,434,16,-16,16,10,64,32,,,,
Digits (moderate redundancy),L1,48,949,1.0,0.9644444444444444,434,16,-16,16,10,64,32,,,,
Digits (moderate redundancy),ElliotFS,48,949,1.0,0.96,432,18,-18,18,10,64,21,None,0.8,0.25,0.0
Digits (moderate redundancy),Baseline,49,6682,1.0,0.9755555555555555,439,11,-11,11,10,64,64,,,,
Digits (moderate redundancy),MutualInfo,49,6682,1.0,0.9755555555555555,439,11,-11,11,10,64,32,,,,
Digits (moderate redundancy),RFE,49,6682,1.0,0.9755555555555555,439,11,-11,11,10,64,32,,,,
Digits (moderate redundancy),L1,49,6682,1.0,0.9711111111111111,437,13,-13,13,10,64,32,,,,
Digits (moderate redundancy),ElliotFS,49,6682,1.0,0.9533333333333334,429,21,-21,21,10,64,19,None,0.8,0.25,0.0
Digits (moderate redundancy),Baseline,50,3318,1.0,0.9866666666666667,444,6,-6,6,10,64,64,,,,
Digits (moderate redundancy),MutualInfo,50,3318,1.0,0.9844444444444445,443,7,-7,7,10,64,32,,,,
Digits (moderate redundancy),RFE,50,3318,1.0,0.9844444444444445,443,7,-7,7,10,64,32,,,,
Digits (moderate redundancy),L1,50,3318,1.0,0.9844444444444445,443,7,-7,7,10,64,32,,,,
Digits (moderate redundancy),ElliotFS,50,3318,1.0,0.98,441,9,-9,9,10,64,20,None,0.8,0.25,0.0
Madelon (heavy redundancy),Baseline,1,3893,1.0,0.7046153846153846,254,121,204,71,2,500,500,,,,
Madelon (heavy redundancy),MutualInfo,1,3893,1.0,0.696923076923077,247,119,206,78,2,500,50,,,,
Madelon (heavy redundancy),RFE,1,3893,1.0,0.8507692307692307,284,56,269,41,2,500,50,,,,
Madelon (heavy redundancy),L1,1,3893,1.0,0.7984615384615384,276,82,243,49,2,500,50,,,,
Madelon (heavy redundancy),ElliotFS,1,3893,1.0,0.82,277,69,256,48,2,500,100,None,0.8,0.25,3.0
Madelon (heavy redundancy),Baseline,2,4424,1.0,0.7123076923076923,238,100,225,87,2,500,500,,,,
Madelon (heavy redundancy),MutualInfo,2,4424,1.0,0.7138461538461538,240,101,224,85,2,500,50,,,,
Madelon (heavy redundancy),RFE,2,4424,1.0,0.88,289,42,283,36,2,500,50,,,,
Madelon (heavy redundancy),L1,2,4424,1.0,0.8092307692307692,269,68,257,56,2,500,50,,,,
Madelon (heavy redundancy),ElliotFS,2,4424,1.0,0.8461538461538461,283,58,267,42,2,500,100,None,0.8,0.25,3.0
Madelon (heavy redundancy),Baseline,3,2681,1.0,0.7153846153846154,259,119,206,66,2,500,500,,,,
Madelon (heavy redundancy),MutualInfo,3,2681,1.0,0.6630769230769231,227,121,204,98,2,500,50,,,,
Madelon (heavy redundancy),RFE,3,2681,1.0,0.8646153846153846,287,50,275,38,2,500,50,,,,
Madelon (heavy redundancy),L1,3,2681,1.0,0.8153846153846154,280,75,250,45,2,500,50,,,,
Madelon (heavy redundancy),ElliotFS,3,2681,1.0,0.8476923076923077,287,61,264,38,2,500,100,None,0.8,0.25,0.0
Madelon (heavy redundancy),Baseline,4,2486,1.0,0.7061538461538461,240,106,219,85,2,500,500,,,,
Madelon (heavy redundancy),MutualInfo,4,2486,1.0,0.7338461538461538,250,98,227,75,2,500,50,,,,
Madelon (heavy redundancy),RFE,4,2486,1.0,0.8415384615384616,282,60,265,43,2,500,50,,,,
Madelon (heavy redundancy),L1,4,2486,1.0,0.7861538461538462,260,74,251,65,2,500,50,,,,
Madelon (heavy redundancy),ElliotFS,4,2486,1.0,0.8246153846153846,276,65,260,49,2,500,100,None,0.8,0.25,3.0
Madelon (heavy redundancy),Baseline,5,8047,1.0,0.7184615384615385,259,117,208,66,2,500,500,,,,
Madelon (heavy redundancy),MutualInfo,5,8047,1.0,0.7307692307692307,260,110,215,65,2,500,50,,,,
Madelon (heavy redundancy),RFE,5,8047,1.0,0.8538461538461538,280,50,275,45,2,500,50,,,,
Madelon (heavy redundancy),L1,5,8047,1.0,0.803076923076923,274,77,248,51,2,500,50,,,,
Madelon (heavy redundancy),ElliotFS,5,8047,1.0,0.8215384615384616,276,67,258,49,2,500,100,None,0.8,0.25,2.0
Madelon (heavy redundancy),Baseline,6,3510,1.0,0.7076923076923077,246,111,214,79,2,500,500,,,,
Madelon (heavy redundancy),MutualInfo,6,3510,1.0,0.703076923076923,229,97,228,96,2,500,50,,,,
Madelon (heavy redundancy),RFE,6,3510,1.0,0.8676923076923077,290,51,274,35,2,500,50,,,,
Madelon (heavy redundancy),L1,6,3510,1.0,0.8046153846153846,277,79,246,48,2,500,50,,,,
Madelon (heavy redundancy),ElliotFS,6,3510,1.0,0.8538461538461538,285,55,270,40,2,500,100,None,0.8,0.25,1.0
Madelon (heavy redundancy),Baseline,7,9139,1.0,0.7276923076923076,252,104,221,73,2,500,500,,,,
Madelon (heavy redundancy),MutualInfo,7,9139,1.0,0.7184615384615385,245,103,222,80,2,500,50,,,,
Madelon (heavy redundancy),RFE,7,9139,1.0,0.8507692307692307,290,62,263,35,2,500,50,,,,
Madelon (heavy redundancy),L1,7,9139,1.0,0.8338461538461538,281,64,261,44,2,500,50,,,,
Madelon (heavy redundancy),ElliotFS,7,9139,1.0,0.8446153846153847,291,67,258,34,2,500,100,None,0.8,0.25,0.0
Madelon (heavy redundancy),Baseline,8,5262,1.0,0.7492307692307693,265,103,222,60,2,500,500,,,,
Madelon (heavy redundancy),MutualInfo,8,5262,1.0,0.676923076923077,251,136,189,74,2,500,50,,,,
