,Al,B,C,Co,Cr,Cu,Fe,Hf,Li,Mg,Mn,Mo,Nb,Ni,Sc,Si,Sn,Ta,Ti,V,W,Y,Zn,Zr,density,hv,yield_strength,young_modulus,BCC,FCC,Other
0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,125.0,204.0,207.0,0.0,1.0,0.0
1,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,125.0,209.0,207.0,0.0,1.0,0.0
2,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,,211.0,207.0,0.0,1.0,0.0
3,0.0,0.0,0.0,0.3076923076923077,0.0,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.3076923076923077,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,149.0,196.0,194.0,0.0,1.0,0.0
4,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,287.0,476.0,,0.0,0.0,1.0
5,0.0,0.0,0.0,0.26666666666666666,0.0,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,570.0,1301.0,,0.0,0.0,1.0
6,0.07692307692307693,0.0,0.0,0.3076923076923077,0.0,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.9,138.0,158.0,196.0,0.0,1.0,0.0
7,0.14285714285714285,0.0,0.0,0.2857142857142857,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,212.0,346.0,187.0,0.0,0.0,1.0
8,0.2,0.0,0.0,0.26666666666666666,0.0,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,385.0,794.0,179.0,0.0,0.0,1.0
9,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,,148.0,225.0,0.0,1.0,0.0
10,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,116.0,,225.0,0.0,1.0,0.0
11,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,113.0,,225.0,0.0,1.0,0.0
12,0.0,0.0,0.0,0.2222222222222222,0.2222222222222222,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.5,210.0,,,0.0,0.0,1.0
13,0.0,0.0,0.0,0.24372410431391667,0.24372410431391667,0.0,0.24372410431391667,0.0,0.0,0.0,0.0,0.0,0.025103582744333414,0.24372410431391667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,,318.0,,0.0,0.0,1.0
14,0.0,0.0,0.0,0.24067388688327315,0.24067388688327315,0.0,0.24067388688327315,0.0,0.0,0.0,0.0,0.0,0.03730445246690734,0.24067388688327315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,,322.0,,0.0,0.0,1.0
15,0.0,0.0,0.0,0.2377555872563005,0.2377555872563005,0.0,0.2377555872563005,0.0,0.0,0.0,0.0,0.0,0.0489776509747979,0.2377555872563005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,,403.0,,0.0,0.0,1.0
16,0.0,0.0,0.0,0.23207240659085634,0.23207240659085634,0.0,0.23207240659085634,0.0,0.0,0.0,0.0,0.0,0.0717103736365746,0.23207240659085634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,,479.0,,0.0,0.0,1.0
17,0.0,0.0,0.0,0.22665457842248413,0.22665457842248413,0.0,0.22665457842248413,0.0,0.0,0.0,0.0,0.0,0.09338168631006347,0.22665457842248413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.2,,638.0,,0.0,0.0,1.0
18,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,7.2,,,135.0,0.0,1.0,0.0
19,0.0,0.0,0.0,0.2727272727272727,0.18181818181818182,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.2727272727272727,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,7.8,509.0,,211.0,0.0,1.0,0.0
20,0.0,0.0,0.0,0.25,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,7.4,654.0,,,0.0,0.0,1.0
21,0.058823529411764705,0.0,0.0,0.23529411764705882,0.23529411764705882,0.0,0.23529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.23529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,110.0,,216.0,0.0,1.0,0.0
22,0.058823529411764705,0.0,0.0,0.23529411764705882,0.23529411764705882,0.0,0.23529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.23529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,113.0,,216.0,0.0,1.0,0.0
23,0.08571428571428572,0.0,0.0,0.22857142857142856,0.22857142857142856,0.0,0.22857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.22857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,131.0,,211.0,0.0,1.0,0.0
24,0.08571428571428572,0.0,0.0,0.22857142857142856,0.22857142857142856,0.0,0.22857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.22857142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.5,196.0,,211.0,0.0,1.0,0.0
25,0.1111111111111111,0.0,0.0,0.2222222222222222,0.2222222222222222,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,159.0,,208.0,0.0,0.0,1.0
26,0.1111111111111111,0.0,0.0,0.2222222222222222,0.2222222222222222,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,209.0,,208.0,0.0,0.0,1.0
27,0.175,0.0,0.0,0.075,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,624.0,2033.0,,0.0,0.0,1.0
28,0.15789473684210525,0.0,0.0,0.21052631578947367,0.21052631578947367,0.0,0.21052631578947367,0.0,0.0,0.0,0.0,0.0,0.0,0.21052631578947367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,388.0,,200.0,0.0,0.0,1.0
29,0.15789473684210525,0.0,0.0,0.21052631578947367,0.21052631578947367,0.0,0.21052631578947367,0.0,0.0,0.0,0.0,0.0,0.0,0.21052631578947367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,280.0,,200.0,0.0,0.0,1.0
30,0.1794871794871795,0.0,0.0,0.20512820512820512,0.20512820512820512,0.0,0.20512820512820512,0.0,0.0,0.0,0.0,0.0,0.0,0.20512820512820512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,,,197.0,0.0,0.0,1.0
31,0.1794871794871795,0.0,0.0,0.20512820512820512,0.20512820512820512,0.0,0.20512820512820512,0.0,0.0,0.0,0.0,0.0,0.0,0.20512820512820512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,538.0,,197.0,1.0,0.0,0.0
32,0.1794871794871795,0.0,0.0,0.20512820512820512,0.20512820512820512,0.0,0.20512820512820512,0.0,0.0,0.0,0.0,0.0,0.0,0.20512820512820512,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,361.0,,197.0,0.0,0.0,1.0
33,0.2,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,484.0,,194.0,1.0,0.0,0.0
34,0.2,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,433.0,,194.0,0.0,0.0,1.0
35,0.2,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,395.0,,194.0,1.0,0.0,0.0
36,0.2,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,,1251.0,194.0,1.0,0.0,0.0
37,0.2,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,,1051.0,194.0,1.0,0.0,0.0
38,0.2,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,,1110.0,194.0,1.0,0.0,0.0
39,0.2,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,,1138.0,125.0,1.0,0.0,0.0
40,0.2,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,,1138.0,125.0,1.0,0.0,0.0
41,0.2,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,,1051.0,194.0,1.0,0.0,0.0
42,0.2,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,520.0,1373.0,194.0,1.0,0.0,0.0
43,0.23809523809523808,0.0,0.0,0.19047619047619047,0.19047619047619047,0.0,0.19047619047619047,0.0,0.0,0.0,0.0,0.0,0.0,0.19047619047619047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,487.0,,188.0,1.0,0.0,0.0
44,0.23809523809523808,0.0,0.0,0.19047619047619047,0.19047619047619047,0.0,0.19047619047619047,0.0,0.0,0.0,0.0,0.0,0.0,0.19047619047619047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,499.0,,188.0,1.0,0.0,0.0
45,0.2727272727272727,0.0,0.0,0.18181818181818182,0.18181818181818182,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,484.0,,183.0,1.0,0.0,0.0
46,0.2727272727272727,0.0,0.0,0.18181818181818182,0.18181818181818182,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,517.0,,183.0,1.0,0.0,0.0
47,0.2727272727272727,0.0,0.0,0.18181818181818182,0.18181818181818182,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,402.0,,183.0,1.0,0.0,0.0
48,0.3333333333333333,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,509.0,,173.0,1.0,0.0,0.0
49,0.3333333333333333,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,512.0,,173.0,1.0,0.0,0.0
50,0.3333333333333333,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.9,432.0,,173.0,1.0,0.0,0.0
51,0.38461538461538464,0.0,0.0,0.15384615384615385,0.15384615384615385,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.6,487.0,,165.0,1.0,0.0,0.0
52,0.42857142857142855,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,506.0,,158.0,1.0,0.0,0.0
53,0.19607843137254904,0.0,0.019607843137254905,0.19607843137254904,0.19607843137254904,0.0,0.19607843137254904,0.0,0.0,0.0,0.0,0.0,0.0,0.19607843137254904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7,,957.0,213.0,0.0,0.0,1.0
54,0.1923076923076923,0.0,0.038461538461538464,0.1923076923076923,0.1923076923076923,0.0,0.1923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.1923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,,906.0,151.0,0.0,0.0,1.0
55,0.18867924528301888,0.0,0.05660377358490566,0.18867924528301888,0.18867924528301888,0.0,0.18867924528301888,0.0,0.0,0.0,0.0,0.0,0.0,0.18867924528301888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,,867.0,137.0,0.0,0.0,1.0
56,0.18518518518518517,0.0,0.07407407407407407,0.18518518518518517,0.18518518518518517,0.0,0.18518518518518517,0.0,0.0,0.0,0.0,0.0,0.0,0.18518518518518517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,,1056.0,156.0,0.0,0.0,1.0
57,0.18181818181818182,0.0,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,,1060.0,181.0,0.0,0.0,1.0
58,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,,1251.0,75.0,0.0,0.0,1.0
59,0.15384615384615385,0.0,0.23076923076923078,0.15384615384615385,0.15384615384615385,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,,1255.0,73.0,0.0,0.0,1.0
60,0.1,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.7,425.0,,,0.0,0.0,1.0
61,0.2,0.0,0.0,0.1,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,801.0,,,0.0,0.0,1.0
62,0.2,0.0,0.0,0.2,0.2,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,755.0,,,0.0,0.0,1.0
63,0.19607843137254904,0.0,0.0,0.19607843137254904,0.19607843137254904,0.0,0.11764705882352941,0.0,0.0,0.0,0.0,0.09803921568627452,0.0,0.19607843137254904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,754.0,,,0.0,0.0,1.0
64,0.19607843137254904,0.0,0.0,0.19607843137254904,0.19607843137254904,0.0,0.19607843137254904,0.0,0.0,0.0,0.0,0.019607843137254905,0.0,0.19607843137254904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,,1804.0,196.0,1.0,0.0,0.0
65,0.1923076923076923,0.0,0.0,0.1923076923076923,0.1923076923076923,0.0,0.1923076923076923,0.0,0.0,0.0,0.0,0.038461538461538464,0.0,0.1923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.9,,2456.0,,0.0,0.0,1.0
66,0.18867924528301888,0.0,0.0,0.18867924528301888,0.18867924528301888,0.0,0.18867924528301888,0.0,0.0,0.0,0.0,0.05660377358490566,0.0,0.18867924528301888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,,2649.0,,0.0,0.0,1.0
67,0.18518518518518517,0.0,0.0,0.18518518518518517,0.18518518518518517,0.0,0.18518518518518517,0.0,0.0,0.0,0.0,0.07407407407407407,0.0,0.18518518518518517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,,2670.0,,0.0,0.0,1.0
68,0.2,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,708.0,,,0.0,0.0,1.0
69,0.18181818181818182,0.0,0.0,0.18181818181818182,0.18181818181818182,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,,2757.0,,0.0,0.0,1.0
70,0.18181818181818182,0.0,0.0,0.18181818181818182,0.18181818181818182,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,796.0,,,0.0,0.0,1.0
71,0.18181818181818182,0.0,0.0,0.18181818181818182,0.18181818181818182,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,715.0,,,0.0,0.0,1.0
72,0.18181818181818182,0.0,0.0,0.18181818181818182,0.18181818181818182,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.1,730.0,,,0.0,0.0,1.0
73,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,586.0,,,0.0,0.0,1.0
74,0.15384615384615385,0.0,0.0,0.15384615384615385,0.15384615384615385,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4,395.0,,,0.0,0.0,1.0
75,0.16666666666666666,0.0,0.0,0.25,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,741.0,,,0.0,0.0,1.0
76,0.15384615384615385,0.0,0.0,0.3076923076923077,0.15384615384615385,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.3,586.0,,,0.0,0.0,1.0
77,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.25,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,635.0,,,0.0,0.0,1.0
78,0.15384615384615385,0.0,0.0,0.15384615384615385,0.15384615384615385,0.0,0.3076923076923077,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.2,639.0,,,0.0,0.0,1.0
79,0.25,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.6,655.0,,,0.0,0.0,1.0
80,0.3076923076923077,0.0,0.0,0.15384615384615385,0.15384615384615385,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.15384615384615385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.3,605.0,,185.0,1.0,0.0,0.0
81,0.19607843137254904,0.0,0.0,0.19607843137254904,0.19607843137254904,0.0,0.19607843137254904,0.0,0.0,0.0,0.0,0.0,0.019607843137254905,0.19607843137254904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,569.0,1641.0,192.0,1.0,0.0,0.0
82,0.19047619047619047,0.0,0.0,0.19047619047619047,0.19047619047619047,0.0,0.19047619047619047,0.0,0.0,0.0,0.0,0.0,0.047619047619047616,0.19047619047619047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.8,668.0,1959.0,,0.0,0.0,1.0
83,0.18181818181818182,0.0,0.0,0.18181818181818182,0.18181818181818182,0.0,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,747.0,2473.0,,0.0,0.0,1.0
84,0.17391304347826086,0.0,0.0,0.17391304347826086,0.17391304347826086,0.0,0.17391304347826086,0.0,0.0,0.0,0.0,0.0,0.13043478260869565,0.17391304347826086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,,,,0.0,0.0,1.0
85,0.1923076923076923,0.0,0.0,0.1923076923076923,0.1923076923076923,0.0,0.1923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.1923076923076923,0.0,0.038461538461538464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5,,1265.0,188.0,1.0,0.0,0.0
86,0.18518518518518517,0.0,0.0,0.18518518518518517,0.18518518518518517,0.0,0.18518518518518517,0.0,0.0,0.0,0.0,0.0,0.0,0.18518518518518517,0.0,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.2,,1481.0,183.0,1.0,0.0,0.0
87,0.17857142857142858,0.0,0.0,0.17857142857142858,0.17857142857142858,0.0,0.17857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.17857142857142858,0.0,0.10714285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,,1834.0,178.0,1.0,0.0,0.0
88,0.1724137931034483,0.0,0.0,0.1724137931034483,0.1724137931034483,0.0,0.1724137931034483,0.0,0.0,0.0,0.0,0.0,0.0,0.1724137931034483,0.0,0.13793103448275862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.8,,2179.0,,0.0,0.0,1.0
89,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,,1110.0,169.0,1.0,0.0,0.0
90,0.16666666666666666,0.0,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.7,,2411.0,,0.0,0.0,1.0
